match_id,batter,runs,out,cum_runs,cum_outs,pavg,lfm,venue,savg
548346,A Ashish Reddy,10,1,,,0.0,0.0,Wankhede Stadium,0.0
548352,A Ashish Reddy,3,1,10.0,1.0,10.0,10.0,MA Chidambaram Stadium,0.0
548359,A Ashish Reddy,8,1,13.0,2.0,6.5,6.5,Rajiv Gandhi International Stadium,0.0
548373,A Ashish Reddy,10,0,21.0,3.0,7.0,7.0,Rajiv Gandhi International Stadium,8.0
548376,A Ashish Reddy,4,1,31.0,3.0,10.333333333333334,7.75,Rajiv Gandhi International Stadium,9.0
598000,A Ashish Reddy,7,0,35.0,4.0,8.75,7.0,Rajiv Gandhi International Stadium,7.333333333333333
598004,A Ashish Reddy,14,1,42.0,4.0,10.5,6.4,Rajiv Gandhi International Stadium,7.25
598010,A Ashish Reddy,16,1,56.0,5.0,11.2,8.6,Arun Jaitley Stadium,0.0
598013,A Ashish Reddy,4,1,72.0,6.0,12.0,10.2,Eden Gardens,0.0
598018,A Ashish Reddy,19,0,76.0,7.0,10.857142857142858,9.0,Maharashtra Cricket Association Stadium,0.0
598021,A Ashish Reddy,7,0,95.0,7.0,13.571428571428571,12.0,Rajiv Gandhi International Stadium,8.6
598030,A Ashish Reddy,36,0,102.0,7.0,14.571428571428571,12.0,MA Chidambaram Stadium,3.0
598032,A Ashish Reddy,14,1,138.0,7.0,19.714285714285715,16.4,Sawai Mansingh Stadium,0.0
598044,A Ashish Reddy,5,1,152.0,8.0,19.0,16.0,Rajiv Gandhi International Stadium,8.333333333333334
598048,A Ashish Reddy,3,1,157.0,9.0,17.444444444444443,16.2,M Chinnaswamy Stadium,0.0
829727,A Ashish Reddy,13,0,160.0,10.0,16.0,13.0,Other,0.0
829731,A Ashish Reddy,15,1,173.0,10.0,17.3,14.2,Other,13.0
829759,A Ashish Reddy,22,0,188.0,11.0,17.09090909090909,10.0,Punjab Cricket Association IS Bindra Stadium,0.0
829773,A Ashish Reddy,6,1,210.0,11.0,19.09090909090909,11.6,Rajiv Gandhi International Stadium,7.857142857142857
829815,A Ashish Reddy,17,1,216.0,12.0,18.0,11.8,Rajiv Gandhi International Stadium,7.625
980907,A Ashish Reddy,32,1,233.0,13.0,17.923076923076923,14.6,M Chinnaswamy Stadium,3.0
980915,A Ashish Reddy,13,1,265.0,14.0,18.928571428571427,18.4,Rajiv Gandhi International Stadium,8.666666666666666
980953,A Ashish Reddy,2,0,278.0,15.0,18.533333333333335,18.0,Rajiv Gandhi International Stadium,9.1
1304050,A Badoni,54,1,,,0.0,0.0,Wankhede Stadium,0.0
1304053,A Badoni,19,0,54.0,1.0,54.0,54.0,Brabourne Stadium,0.0
1304058,A Badoni,19,1,73.0,1.0,73.0,36.5,Dr DY Patil Sports Academy,0.0
1304061,A Badoni,10,0,92.0,2.0,46.0,30.666666666666668,Dr DY Patil Sports Academy,19.0
1304066,A Badoni,5,1,102.0,2.0,51.0,25.5,Wankhede Stadium,54.0
1304077,A Badoni,13,1,107.0,3.0,35.666666666666664,21.4,Dr DY Patil Sports Academy,14.5
1304083,A Badoni,14,1,120.0,4.0,30.0,13.2,Wankhede Stadium,29.5
1304088,A Badoni,4,1,134.0,5.0,26.8,12.2,Maharashtra Cricket Association Stadium,0.0
1304099,A Badoni,15,1,138.0,6.0,23.0,9.2,Maharashtra Cricket Association Stadium,4.0
1304103,A Badoni,8,1,153.0,7.0,21.857142857142858,10.2,Maharashtra Cricket Association Stadium,9.5
1304109,A Badoni,0,1,161.0,8.0,20.125,10.8,Brabourne Stadium,19.0
1359477,A Badoni,18,1,161.0,9.0,17.88888888888889,8.2,Other,0.0
1359480,A Badoni,23,1,179.0,10.0,17.9,9.0,MA Chidambaram Stadium,0.0
1359489,A Badoni,30,1,202.0,11.0,18.363636363636363,12.8,M Chinnaswamy Stadium,0.0
1359495,A Badoni,5,0,232.0,12.0,19.333333333333332,15.8,Other,18.0
1359500,A Badoni,1,1,237.0,12.0,19.75,15.2,Sawai Mansingh Stadium,0.0
1359504,A Badoni,8,0,238.0,13.0,18.307692307692307,15.4,Other,11.5
1359512,A Badoni,43,1,246.0,13.0,18.923076923076923,13.4,Punjab Cricket Association IS Bindra Stadium,0.0
1359517,A Badoni,4,1,289.0,14.0,20.642857142857142,17.4,Other,10.333333333333334
1359519,A Badoni,59,0,293.0,15.0,19.533333333333335,12.2,Other,8.75
1359525,A Badoni,21,1,352.0,15.0,23.466666666666665,23.0,Narendra Modi Stadium,0.0
1359542,A Badoni,25,1,373.0,16.0,23.3125,27.0,Eden Gardens,0.0
1370351,A Badoni,1,1,398.0,17.0,23.41176470588235,30.4,MA Chidambaram Stadium,23.0
1422122,A Badoni,1,1,399.0,18.0,22.166666666666668,22.0,Sawai Mansingh Stadium,1.0
1422129,A Badoni,8,1,400.0,19.0,21.05263157894737,21.4,Other,18.8
1422133,A Badoni,0,1,408.0,20.0,20.4,11.2,M Chinnaswamy Stadium,30.0
1422139,A Badoni,20,1,408.0,21.0,19.428571428571427,7.0,Other,17.0
1426264,A Badoni,55,0,428.0,22.0,19.454545454545453,6.0,Other,17.428571428571427
1426266,A Badoni,29,1,483.0,22.0,21.954545454545453,16.8,Eden Gardens,25.0
1426282,A Badoni,18,0,512.0,23.0,22.26086956521739,22.4,Other,22.125
1426286,A Badoni,6,1,530.0,23.0,23.043478260869566,24.4,Other,21.666666666666668
1426292,A Badoni,15,1,536.0,24.0,22.333333333333332,25.6,Other,20.1
1426295,A Badoni,55,0,551.0,25.0,22.04,24.6,Rajiv Gandhi International Stadium,0.0
1426302,A Badoni,6,1,606.0,25.0,24.24,24.6,Arun Jaitley Stadium,0.0
1426305,A Badoni,22,0,612.0,26.0,23.53846153846154,20.0,Wankhede Stadium,24.333333333333332
548373,A Chandila,0,1,,,0.0,0.0,Rajiv Gandhi International Stadium,0.0
598023,A Chandila,4,0,0.0,1.0,0.0,0.0,M Chinnaswamy Stadium,0.0
336010,A Chopra,2,1,,,0.0,0.0,Eden Gardens,0.0
336014,A Chopra,24,1,2.0,1.0,2.0,2.0,Rajiv Gandhi International Stadium,0.0
336017,A Chopra,13,1,26.0,2.0,13.0,13.0,Eden Gardens,2.0
336021,A Chopra,1,0,39.0,3.0,13.0,13.0,Wankhede Stadium,0.0
336035,A Chopra,2,1,40.0,3.0,13.333333333333334,10.0,Eden Gardens,7.5
392184,A Chopra,11,1,42.0,4.0,10.5,8.4,Other,0.0
1082591,A Choudhary,6,1,,,0.0,0.0,Rajiv Gandhi International Stadium,0.0
1082621,A Choudhary,15,0,6.0,1.0,6.0,6.0,M Chinnaswamy Stadium,0.0
1082633,A Choudhary,4,1,21.0,1.0,21.0,10.5,M Chinnaswamy Stadium,15.0
1136569,A Dananjaya,4,0,,,0.0,0.0,Wankhede Stadium,0.0
392181,A Flintoff,24,1,,,0.0,0.0,Other,0.0
392185,A Flintoff,22,0,24.0,1.0,24.0,24.0,Other,24.0
392189,A Flintoff,16,1,46.0,1.0,46.0,23.0,Other,23.0
1426298,A Kamboj,2,0,,,0.0,0.0,Eden Gardens,0.0
336006,A Kumble,3,0,,,0.0,0.0,M Chinnaswamy Stadium,0.0
336016,A Kumble,0,0,3.0,0.0,0.0,3.0,Punjab Cricket Association IS Bindra Stadium,0.0
336023,A Kumble,8,1,3.0,0.0,0.0,1.5,Sawai Mansingh Stadium,0.0
336029,A Kumble,2,0,11.0,1.0,11.0,3.6666666666666665,MA Chidambaram Stadium,0.0
392185,A Kumble,1,0,13.0,1.0,13.0,3.25,Other,0.0
392188,A Kumble,1,0,14.0,1.0,14.0,2.8,Other,1.0
392191,A Kumble,5,0,15.0,1.0,15.0,2.4,Other,1.0
392204,A Kumble,1,1,20.0,1.0,20.0,3.4,Other,2.3333333333333335
392218,A Kumble,7,0,21.0,2.0,10.5,2.0,Other,2.0
392239,A Kumble,1,0,28.0,2.0,14.0,3.0,Other,3.0
419128,A Kumble,1,0,29.0,2.0,14.5,3.0,M Chinnaswamy Stadium,3.0
419140,A Kumble,1,0,30.0,2.0,15.0,3.0,Arun Jaitley Stadium,0.0
419151,A Kumble,2,0,31.0,2.0,15.5,2.2,Other,2.6666666666666665
419157,A Kumble,1,0,33.0,2.0,16.5,2.4,M Chinnaswamy Stadium,2.0
419162,A Kumble,1,0,34.0,2.0,17.0,1.2,Dr DY Patil Sports Academy,0.0
1304050,A Manohar,15,0,,,0.0,0.0,Wankhede Stadium,0.0
1304056,A Manohar,1,1,15.0,0.0,0.0,15.0,Maharashtra Cricket Association Stadium,0.0
1304067,A Manohar,35,1,16.0,1.0,16.0,8.0,Dr DY Patil Sports Academy,0.0
1304070,A Manohar,43,1,51.0,2.0,25.5,17.0,Dr DY Patil Sports Academy,35.0
1304075,A Manohar,12,1,94.0,3.0,31.333333333333332,23.5,Maharashtra Cricket Association Stadium,1.0
1304081,A Manohar,2,1,106.0,4.0,26.5,21.2,Dr DY Patil Sports Academy,39.0
1304086,A Manohar,0,1,108.0,5.0,21.6,18.6,Wankhede Stadium,15.0
1359487,A Manohar,14,1,108.0,6.0,18.0,18.4,Narendra Modi Stadium,0.0
1359497,A Manohar,27,1,122.0,7.0,17.428571428571427,14.2,Narendra Modi Stadium,14.0
1359504,A Manohar,3,1,149.0,8.0,18.625,11.0,Other,0.0
1359509,A Manohar,42,1,152.0,9.0,16.88888888888889,9.2,Narendra Modi Stadium,20.5
1359518,A Manohar,26,1,194.0,10.0,19.4,17.2,Narendra Modi Stadium,27.666666666666668
1359531,A Manohar,2,1,220.0,11.0,20.0,22.4,Wankhede Stadium,7.5
1426262,A Manohar,1,1,222.0,12.0,18.5,20.0,Sawai Mansingh Stadium,0.0
1426270,A Manohar,8,1,223.0,13.0,17.153846153846153,14.8,Narendra Modi Stadium,27.25
336015,A Mishra,4,1,,,0.0,0.0,Sawai Mansingh Stadium,0.0
336017,A Mishra,31,2,4.0,1.0,4.0,4.0,Eden Gardens,0.0
336038,A Mishra,2,1,35.0,3.0,11.666666666666666,17.5,Wankhede Stadium,0.0
392198,A Mishra,0,1,37.0,4.0,9.25,12.333333333333334,Other,0.0
392206,A Mishra,11,0,37.0,5.0,7.4,9.25,Other,0.0
392223,A Mishra,2,1,48.0,5.0,9.6,9.6,Other,5.5
392235,A Mishra,13,0,50.0,6.0,8.333333333333334,9.2,Other,4.333333333333333
392237,A Mishra,0,0,63.0,6.0,10.5,5.6,Other,6.5
419114,A Mishra,3,1,63.0,6.0,10.5,5.2,Arun Jaitley Stadium,0.0
419116,A Mishra,6,0,66.0,7.0,9.428571428571429,5.8,Arun Jaitley Stadium,3.0
419120,A Mishra,0,1,72.0,7.0,10.285714285714286,4.8,Other,5.2
419144,A Mishra,4,0,72.0,8.0,9.0,4.4,Eden Gardens,31.0
419149,A Mishra,10,0,76.0,8.0,9.5,2.6,Arun Jaitley Stadium,4.5
419152,A Mishra,12,1,86.0,8.0,10.75,4.6,Brabourne Stadium,0.0
419160,A Mishra,4,1,98.0,9.0,10.88888888888889,6.4,Arun Jaitley Stadium,6.333333333333333
501199,A Mishra,2,0,102.0,10.0,10.2,6.0,Rajiv Gandhi International Stadium,0.0
501203,A Mishra,12,0,104.0,10.0,10.4,6.4,Eden Gardens,17.5
501212,A Mishra,0,1,116.0,10.0,11.6,8.0,Rajiv Gandhi International Stadium,2.0
501224,A Mishra,25,1,116.0,11.0,10.545454545454545,6.0,Rajiv Gandhi International Stadium,1.0
501229,A Mishra,0,1,141.0,12.0,11.75,8.6,Other,4.333333333333333
501236,A Mishra,2,2,141.0,13.0,10.846153846153847,7.8,MA Chidambaram Stadium,0.0
501239,A Mishra,9,0,143.0,15.0,9.533333333333333,7.8,Rajiv Gandhi International Stadium,9.0
501250,A Mishra,0,1,152.0,15.0,10.133333333333333,7.2,Rajiv Gandhi International Stadium,9.0
501256,A Mishra,18,0,152.0,16.0,9.5,7.2,Wankhede Stadium,2.0
548314,A Mishra,0,1,170.0,16.0,10.625,5.8,Other,3.7142857142857144
548321,A Mishra,6,1,170.0,17.0,10.0,5.8,Arun Jaitley Stadium,5.75
548335,A Mishra,1,0,176.0,18.0,9.777777777777779,6.6,Other,3.25
548346,A Mishra,1,1,177.0,18.0,9.833333333333334,5.0,Wankhede Stadium,10.0
548359,A Mishra,8,0,178.0,19.0,9.368421052631579,5.2,Rajiv Gandhi International Stadium,7.2
598010,A Mishra,16,0,186.0,19.0,9.789473684210526,3.2,Arun Jaitley Stadium,5.8
598013,A Mishra,1,0,202.0,19.0,10.631578947368421,6.4,Eden Gardens,15.666666666666666
598018,A Mishra,30,1,203.0,19.0,10.68421052631579,5.4,Maharashtra Cricket Association Stadium,0.0
598030,A Mishra,15,1,233.0,20.0,11.65,11.2,MA Chidambaram Stadium,2.0
598032,A Mishra,21,1,248.0,21.0,11.80952380952381,14.0,Sawai Mansingh Stadium,4.0
598051,A Mishra,6,0,269.0,22.0,12.227272727272727,16.6,Rajiv Gandhi International Stadium,7.333333333333333
729295,A Mishra,4,0,275.0,22.0,12.5,14.6,UAE,0.0
733989,A Mishra,0,1,279.0,22.0,12.681818181818182,15.2,Other,3.0
829707,A Mishra,4,1,279.0,23.0,12.130434782608695,9.2,MA Chidambaram Stadium,8.5
829739,A Mishra,1,0,283.0,24.0,11.791666666666666,7.0,Arun Jaitley Stadium,7.5
829757,A Mishra,2,1,284.0,24.0,11.833333333333334,3.0,Arun Jaitley Stadium,6.571428571428571
829777,A Mishra,1,0,286.0,25.0,11.44,2.2,Brabourne Stadium,12.0
980903,A Mishra,3,1,287.0,25.0,11.48,1.6,Eden Gardens,12.0
980993,A Mishra,1,1,290.0,26.0,11.153846153846153,2.2,Other,2.7
1082595,A Mishra,8,0,291.0,27.0,10.777777777777779,1.6,M Chinnaswamy Stadium,0.0
1082626,A Mishra,4,0,299.0,27.0,11.074074074074074,3.0,Punjab Cricket Association IS Bindra Stadium,0.0
1082635,A Mishra,9,0,303.0,27.0,11.222222222222221,3.4,Arun Jaitley Stadium,6.0
1082640,A Mishra,8,0,312.0,27.0,11.555555555555555,5.0,Other,2.5454545454545454
1082642,A Mishra,13,0,320.0,27.0,11.851851851851851,6.0,Arun Jaitley Stadium,6.333333333333333
1082646,A Mishra,7,1,333.0,27.0,12.333333333333334,8.4,Arun Jaitley Stadium,7.0
1136582,A Mishra,1,0,340.0,28.0,12.142857142857142,8.2,Arun Jaitley Stadium,7.0
1178409,A Mishra,6,0,341.0,28.0,12.178571428571429,7.6,Arun Jaitley Stadium,6.5
1178425,A Mishra,8,1,347.0,28.0,12.392857142857142,7.0,MA Chidambaram Stadium,7.0
1181766,A Mishra,1,1,355.0,29.0,12.241379310344827,7.0,Other,3.0
1181767,A Mishra,6,0,356.0,30.0,11.866666666666667,4.6,Other,2.8461538461538463
1359517,A Mishra,19,1,362.0,30.0,12.066666666666666,4.4,Other,3.0714285714285716
419140,A Mithun,5,1,,,0.0,0.0,Arun Jaitley Stadium,0.0
501227,A Mithun,0,1,5.0,1.0,5.0,5.0,Arun Jaitley Stadium,5.0
501244,A Mithun,6,0,5.0,2.0,2.5,2.5,M Chinnaswamy Stadium,0.0
501260,A Mithun,10,1,11.0,2.0,5.5,3.6666666666666665,Other,0.0
501271,A Mithun,11,1,21.0,3.0,7.0,5.25,MA Chidambaram Stadium,0.0
598057,A Mithun,2,1,32.0,4.0,8.0,6.4,Other,10.0
336033,A Mukund,0,1,,,0.0,0.0,MA Chidambaram Stadium,0.0
598036,A Mukund,19,1,0.0,1.0,0.0,0.0,Sawai Mansingh Stadium,0.0
335989,A Nehra,1,0,,,0.0,0.0,MA Chidambaram Stadium,0.0
335991,A Nehra,2,0,1.0,0.0,0.0,1.0,Punjab Cricket Association IS Bindra Stadium,0.0
336028,A Nehra,0,0,3.0,0.0,0.0,1.5,Wankhede Stadium,0.0
392226,A Nehra,1,0,3.0,0.0,0.0,1.0,Other,0.0
419149,A Nehra,1,1,4.0,0.0,0.0,1.0,Arun Jaitley Stadium,0.0
419160,A Nehra,22,0,5.0,1.0,5.0,1.0,Arun Jaitley Stadium,1.0
548319,A Nehra,2,1,27.0,1.0,27.0,5.2,Punjab Cricket Association IS Bindra Stadium,2.0
548365,A Nehra,9,0,29.0,2.0,14.5,5.2,Sawai Mansingh Stadium,0.0
597998,A Nehra,0,1,38.0,2.0,19.0,7.0,Eden Gardens,0.0
598006,A Nehra,1,1,38.0,3.0,12.666666666666666,6.8,Wankhede Stadium,0.0
598044,A Nehra,0,1,39.0,4.0,9.75,6.8,Rajiv Gandhi International Stadium,0.0
598062,A Nehra,0,1,39.0,5.0,7.8,2.4,MA Chidambaram Stadium,1.0
829723,A Nehra,1,0,39.0,6.0,6.5,2.0,Eden Gardens,0.0
829745,A Nehra,0,0,40.0,6.0,6.666666666666667,0.4,M Chinnaswamy Stadium,0.0
829779,A Nehra,0,1,40.0,6.0,6.666666666666667,0.4,MA Chidambaram Stadium,0.5
829817,A Nehra,0,1,40.0,7.0,5.714285714285714,0.2,Wankhede Stadium,0.5
980983,A Nehra,1,0,40.0,8.0,5.0,0.2,Rajiv Gandhi International Stadium,0.0
1216493,A Nortje,3,0,,,0.0,0.0,UAE,0.0
1216524,A Nortje,1,1,3.0,0.0,0.0,3.0,UAE,3.0
1216532,A Nortje,3,0,4.0,1.0,4.0,2.0,UAE,2.0
1304101,A Nortje,1,0,7.0,1.0,7.0,2.3333333333333335,Dr DY Patil Sports Academy,0.0
1359481,A Nortje,4,0,8.0,1.0,8.0,2.0,Arun Jaitley Stadium,0.0
1359485,A Nortje,0,1,12.0,1.0,12.0,2.4,Other,0.0
1359490,A Nortje,5,1,12.0,2.0,6.0,1.8,Arun Jaitley Stadium,4.0
1359494,A Nortje,23,0,17.0,3.0,5.666666666666667,2.6,M Chinnaswamy Stadium,0.0
1359508,A Nortje,2,0,40.0,3.0,13.333333333333334,6.6,Rajiv Gandhi International Stadium,0.0
1359518,A Nortje,3,0,42.0,3.0,14.0,6.8,Narendra Modi Stadium,0.0
1359541,A Nortje,0,0,45.0,3.0,15.0,6.6,Arun Jaitley Stadium,4.5
1422134,A Nortje,4,1,45.0,3.0,15.0,6.6,Other,0.0
1426273,A Nortje,0,1,49.0,4.0,12.25,6.4,Arun Jaitley Stadium,3.0
1422134,A Raghuvanshi,54,1,,,0.0,0.0,Other,0.0
1426260,A Raghuvanshi,24,1,54.0,1.0,54.0,54.0,MA Chidambaram Stadium,0.0
1426266,A Raghuvanshi,7,1,78.0,2.0,39.0,39.0,Eden Gardens,0.0
1426269,A Raghuvanshi,30,1,85.0,3.0,28.333333333333332,28.333333333333332,Eden Gardens,7.0
1426274,A Raghuvanshi,3,1,115.0,4.0,28.75,28.75,Eden Gardens,18.5
1426289,A Raghuvanshi,13,1,118.0,5.0,23.6,23.6,Wankhede Stadium,0.0
1426292,A Raghuvanshi,32,1,131.0,6.0,21.833333333333332,15.4,Other,54.0
392230,A Singh,0,1,,,0.0,0.0,Other,0.0
392233,A Singh,1,0,0.0,1.0,0.0,0.0,Other,0.0
501214,A Singh,0,1,1.0,1.0,1.0,0.5,Eden Gardens,0.0
501249,A Singh,1,1,1.0,2.0,0.5,0.3333333333333333,Sawai Mansingh Stadium,0.0
548317,A Singh,0,1,2.0,3.0,0.6666666666666666,0.5,Wankhede Stadium,0.0
335986,A Symonds,32,1,,,0.0,0.0,Eden Gardens,0.0
335988,A Symonds,12,1,32.0,1.0,32.0,32.0,Rajiv Gandhi International Stadium,0.0
335990,A Symonds,117,0,44.0,2.0,22.0,22.0,Rajiv Gandhi International Stadium,12.0
392216,A Symonds,60,0,161.0,2.0,80.5,53.666666666666664,Other,0.0
392220,A Symonds,30,1,221.0,2.0,110.5,55.25,Other,60.0
392223,A Symonds,41,1,251.0,3.0,83.66666666666667,50.2,Other,45.0
392228,A Symonds,18,2,292.0,4.0,73.0,52.0,Other,43.666666666666664
392229,A Symonds,25,1,310.0,6.0,51.666666666666664,53.2,Other,37.25
392236,A Symonds,18,1,335.0,7.0,47.857142857142854,34.8,Other,34.8
392237,A Symonds,24,1,353.0,8.0,44.125,26.4,Other,32.0
392239,A Symonds,33,1,377.0,9.0,41.888888888888886,25.2,Other,30.857142857142858
419106,A Symonds,5,1,410.0,10.0,41.0,23.6,Dr DY Patil Sports Academy,0.0
419110,A Symonds,50,1,415.0,11.0,37.72727272727273,21.0,MA Chidambaram Stadium,0.0
419117,A Symonds,53,1,465.0,12.0,38.75,26.0,Other,31.125
419120,A Symonds,35,1,518.0,13.0,39.84615384615385,33.0,Other,33.55555555555556
419126,A Symonds,22,0,553.0,14.0,39.5,35.2,Other,33.7
419130,A Symonds,1,1,575.0,14.0,41.07142857142857,33.0,Dr DY Patil Sports Academy,5.0
419135,A Symonds,45,1,576.0,15.0,38.4,32.2,Eden Gardens,32.0
419138,A Symonds,21,1,621.0,16.0,38.8125,31.2,Brabourne Stadium,0.0
419141,A Symonds,15,1,642.0,17.0,37.76470588235294,24.8,Other,32.63636363636363
419145,A Symonds,53,0,657.0,18.0,36.5,20.8,M Chinnaswamy Stadium,0.0
419147,A Symonds,27,0,710.0,18.0,39.44444444444444,27.0,Other,31.166666666666668
419151,A Symonds,19,1,737.0,18.0,40.94444444444444,32.2,Other,30.846153846153847
419156,A Symonds,4,1,756.0,19.0,39.78947368421053,27.0,Other,30.0
419160,A Symonds,54,1,760.0,20.0,38.0,23.6,Arun Jaitley Stadium,0.0
419163,A Symonds,23,1,814.0,21.0,38.76190476190476,31.4,Dr DY Patil Sports Academy,3.0
419164,A Symonds,2,1,837.0,22.0,38.04545454545455,25.4,Dr DY Patil Sports Academy,9.666666666666666
501218,A Symonds,16,0,839.0,23.0,36.47826086956522,20.4,Wankhede Stadium,0.0
501221,A Symonds,31,0,855.0,23.0,37.17391304347826,19.8,Wankhede Stadium,16.0
501224,A Symonds,44,0,886.0,23.0,38.52173913043478,25.2,Rajiv Gandhi International Stadium,64.5
501231,A Symonds,17,1,930.0,23.0,40.43478260869565,23.2,Sawai Mansingh Stadium,0.0
501237,A Symonds,4,0,947.0,24.0,39.458333333333336,22.0,Wankhede Stadium,23.5
501241,A Symonds,3,1,951.0,24.0,39.625,22.4,Dr DY Patil Sports Academy,7.75
501246,A Symonds,4,0,954.0,25.0,38.16,19.8,Wankhede Stadium,17.0
501251,A Symonds,8,0,958.0,25.0,38.32,14.4,Punjab Cricket Association IS Bindra Stadium,0.0
501256,A Symonds,8,1,966.0,25.0,38.64,7.2,Wankhede Stadium,13.75
1304112,A Tomar,4,1,,,0.0,0.0,Dr DY Patil Sports Academy,0.0
419107,A Uniyal,0,1,,,0.0,0.0,Brabourne Stadium,0.0
419111,A Uniyal,4,0,0.0,1.0,0.0,0.0,Other,0.0
980979,A Zampa,0,1,,,0.0,0.0,Other,0.0
1082599,A Zampa,5,1,0.0,1.0,0.0,0.0,Maharashtra Cricket Association Stadium,0.0
1359491,A Zampa,1,1,5.0,2.0,2.5,2.5,MA Chidambaram Stadium,0.0
1359522,A Zampa,7,1,6.0,3.0,2.0,2.0,Sawai Mansingh Stadium,0.0
1359534,A Zampa,2,1,13.0,4.0,3.25,3.25,Sawai Mansingh Stadium,7.0
392196,AA Bilakhia,12,0,,,0.0,0.0,Other,0.0
392201,AA Bilakhia,22,1,12.0,0.0,0.0,12.0,Other,12.0
392205,AA Bilakhia,1,1,34.0,1.0,34.0,17.0,Other,17.0
392236,AA Bilakhia,16,0,35.0,2.0,17.5,11.666666666666666,Other,11.666666666666666
392237,AA Bilakhia,10,1,51.0,2.0,25.5,12.75,Other,12.75
392239,AA Bilakhia,6,1,61.0,3.0,20.333333333333332,12.2,Other,12.2
419141,AA Bilakhia,2,1,67.0,4.0,16.75,11.0,Other,11.166666666666666
501258,AA Chavan,1,0,,,0.0,0.0,Other,0.0
548317,AA Chavan,4,1,1.0,0.0,0.0,1.0,Wankhede Stadium,0.0
548349,AA Chavan,7,0,5.0,1.0,5.0,2.5,Sawai Mansingh Stadium,0.0
419107,AA Jhunjhunwala,14,1,,,0.0,0.0,Brabourne Stadium,0.0
419111,AA Jhunjhunwala,53,1,14.0,1.0,14.0,14.0,Other,0.0
419115,AA Jhunjhunwala,5,1,67.0,2.0,33.5,33.5,M Chinnaswamy Stadium,0.0
419118,AA Jhunjhunwala,45,2,72.0,3.0,24.0,24.0,Other,53.0
419129,AA Jhunjhunwala,11,1,117.0,5.0,23.4,29.25,Other,49.0
419134,AA Jhunjhunwala,2,0,128.0,6.0,21.333333333333332,25.6,Arun Jaitley Stadium,0.0
419137,AA Jhunjhunwala,7,1,130.0,6.0,21.666666666666668,23.2,MA Chidambaram Stadium,0.0
419141,AA Jhunjhunwala,11,1,137.0,7.0,19.571428571428573,14.0,Other,36.333333333333336
419150,AA Jhunjhunwala,22,1,148.0,8.0,18.5,15.2,Sawai Mansingh Stadium,0.0
419154,AA Jhunjhunwala,13,1,170.0,9.0,18.88888888888889,10.6,Sawai Mansingh Stadium,22.0
501241,AA Jhunjhunwala,10,1,183.0,10.0,18.3,11.0,Dr DY Patil Sports Academy,0.0
501248,AA Jhunjhunwala,0,1,193.0,11.0,17.545454545454547,12.6,Punjab Cricket Association IS Bindra Stadium,0.0
548321,AA Jhunjhunwala,4,1,193.0,12.0,16.083333333333332,11.2,Arun Jaitley Stadium,2.0
548352,AA Jhunjhunwala,1,0,197.0,13.0,15.153846153846153,9.8,MA Chidambaram Stadium,7.0
548359,AA Jhunjhunwala,19,1,198.0,13.0,15.23076923076923,5.6,Rajiv Gandhi International Stadium,0.0
1426286,AA Kulkarni,0,1,,,0.0,0.0,Other,0.0
1426292,AA Kulkarni,9,1,0.0,1.0,0.0,0.0,Other,0.0
335982,AA Noffke,9,1,,,0.0,0.0,M Chinnaswamy Stadium,0.0
335993,AB Agarkar,11,1,,,0.0,0.0,MA Chidambaram Stadium,0.0
335997,AB Agarkar,2,1,11.0,1.0,11.0,11.0,Eden Gardens,0.0
336000,AB Agarkar,20,1,13.0,2.0,6.5,6.5,Sawai Mansingh Stadium,0.0
336003,AB Agarkar,1,0,33.0,3.0,11.0,11.0,Punjab Cricket Association IS Bindra Stadium,0.0
336021,AB Agarkar,15,1,34.0,3.0,11.333333333333334,8.5,Wankhede Stadium,0.0
336027,AB Agarkar,5,0,49.0,4.0,12.25,9.8,Eden Gardens,2.0
392184,AB Agarkar,7,1,54.0,4.0,13.5,8.6,Other,0.0
392190,AB Agarkar,1,0,61.0,5.0,12.2,9.6,Other,7.0
392199,AB Agarkar,6,0,62.0,5.0,12.4,5.8,Other,4.0
392219,AB Agarkar,39,1,68.0,5.0,13.6,6.8,Other,4.666666666666667
392233,AB Agarkar,13,0,107.0,6.0,17.833333333333332,11.6,Other,13.25
419131,AB Agarkar,17,1,120.0,6.0,20.0,13.2,Arun Jaitley Stadium,0.0
419135,AB Agarkar,8,0,137.0,7.0,19.571428571428573,15.2,Eden Gardens,3.5
419148,AB Agarkar,6,0,145.0,7.0,20.714285714285715,16.6,M Chinnaswamy Stadium,0.0
419153,AB Agarkar,9,0,151.0,7.0,21.571428571428573,16.6,MA Chidambaram Stadium,11.0
501246,AB Agarkar,7,0,160.0,7.0,22.857142857142858,10.6,Wankhede Stadium,15.0
598020,AB Agarkar,3,1,167.0,7.0,23.857142857142858,9.4,Arun Jaitley Stadium,17.0
598059,AB Agarkar,9,0,170.0,8.0,21.25,6.6,Arun Jaitley Stadium,10.0
419117,AB Barath,7,1,,,0.0,0.0,Other,0.0
419146,AB Barath,33,1,7.0,1.0,7.0,7.0,Punjab Cricket Association IS Bindra Stadium,0.0
419149,AB Barath,2,0,40.0,2.0,20.0,20.0,Arun Jaitley Stadium,0.0
336000,AB Dinda,1,1,,,0.0,0.0,Sawai Mansingh Stadium,0.0
